### File header must not be modified
### This file must be encoded into UTF-8.
### This table under GPL

SCIM_Generic_Table_Phrase_Library_TEXT
VERSION_1_0

### Begin Table definition.
BEGIN_DEFINITION

### An unique id to distinguish this table among others.
### Use uuidgen to generate this kind of id.
UUID = a66b8256-28d4-4af2-acc4-895460b3449c

### A unique number indicates the version of this file.
### For example the last modified date of this file.
### This number must be less than 2^32.
SERIAL_NUMBER = 20080519

### ICON = @SCIM_ICONDIR@/wubi.png
ICON = wubi98.svg

### The default name of this table
NAME = WuBi98

### The local names of this table 
NAME.zh_CN = 五笔98
NAME.zh_HK = 五筆98
NAME.zh_TW = 五筆98

### Supported languages of this table
LANGUAGES = zh_CN,zh_SG,zh_TW,zh_HK

AUTHOR = SomeBody

### Prompt string to be displayed in the status area.
STATUS_PROMPT = CN

### Valid input chars.
VALID_INPUT_CHARS = abcdefghijklmnopqrstuvwxy

MAX_KEY_LENGTH = 4

### Use full width punctuation by default
DEF_FULL_WIDTH_PUNCT = TRUE
### Use full width letter by default
DEF_FULL_WIDTH_LETTER = FALSE

### Whether user are allow to define phrase, default is true
USER_CAN_DEFINE_PHRASE = TRUE

### Whether support PinYin Mode, default is true
PINYIN_MODE = TRUE

### If true then the phrases' frequencies will be adjusted dynamically
### according your using frequency.
DYNAMIC_ADJUST = TRUE 

### rules for constructing user defined phrase
RULES = ce2:p11+p12+p21+p22;ce3:p11+p21+p31+p32;ca4:p11+p21+p31+p-11

END_DEFINITION

### Begin Table data.
BEGIN_TABLE
a	工	547110588
b	了	1678070588
c	以	877760000
d	在	2680941176
e	有	2293694117
f	地	846978823
g	一	2810023529
h	上	4220000000
i	不	2124894117
j	是	2194400000
k	中	2700800000
l	国	522287058
m	同	798324705
n	民	152912941
o	为	2909317647
p	这	1082305882
q	我	2293694117
r	的	4190211764
s	要	1509270588
t	和	1777364705
u	产	127096470
v	发	1131952941
w	人	2373129411
x	经	420014117
y	主	948258823
aa	式	425971764
ab	节	457745882
ac	芭	27504470
ad	苦	118160000
ae	功	85194352
af	革	27107294
ag	七	403134117
ah	牙	69208000
ai	东	288945882
aj	划	176743529
ak	或	1241176470
al	苗	34951529
am	贡	8400282
an	艺	70300235
ao	蘑	1330541
ap	芝	44781647
aq	匹	33859294
ar	区	1717788235
as	莆	2134823
at	攻	48952000
au	蒋	29986823
av	切	95421647
aw	共	379303529
ax	药	265115294
ay	芳	55008941
ba	陈	400155294
bb	子	497463529
bc	取	420014117
bd	承	57888470
be	阴	50044235
bf	际	78243764
bg	卫	98400470
bh	耻	19064470
bi	孙	82016941
bj	阳	101280000
bk	职	92542117
bl	阵	53519529
bm	出	1846870588
bn	也	975068235
bo	耿	6692423
bp	辽	57689882
bq	陶	74073411
br	孤	55803294
bs	阿	316748235
bt	降	230362352
bu	联	263129411
bv	限	314762352
bw	队	159863529
bx	陛	2492282
by	及	990955294
ca	戏	46469647
cb	邓	34355764
cc	双	285967058
cd	参	59973647
ce	能	1807152941
cf	对	1191529411
cg	马	234334117
ch	犋	111209
ck	台	482569411
cm	观	94130823
cn	予	44583058
cq	物	485548235
cs	牺	573920
ct	矣	26710117
cv	艰	7566211
cw	难	254192941
cx	牝	4309364
cy	叉	17575058
da	左	184687058
db	破	126103529
dc	友	844000000
dd	大	1777364705
de	历	40114823
df	夺	80527529
dg	三	2214258823
dh	还	1042588235
di	砂	38029647
dj	百	655341176
dk	右	172771764
dl	面	898611764
dm	而	757614117
dn	成	717896470
do	矿	47959058
dp	达	390225882
dq	克	223411764
dr	原	655341176
ds	厅	160856470
dt	故	90655529
du	辜	3981694
dv	肆	7437129
dw	其	1141882352
dx	龙	400155294
dy	太	902583529
ea	肛	7308047
eb	服	727825882
ec	肥	81917647
ed	须	75860705
ee	朋	30086117
ef	肚	40611294
eg	且	148941176
eh	毡	3733458
ei	膛	1985882
ej	胆	27305882
ek	加	904569411
el	舆	2303623
em	觅	5431388
en	力	720875294
eo	脏	23234823
ep	边	199581176
eq	胸	102272941
er	貌	16681411
es	采	127096470
et	用	1479482352
eu	胶	56399058
ev	妥	19163764
ew	办	415049411
ex	脂	26809411
ey	肪	1181600
fa	域	63548235
fb	坡	29291764
fc	支	228376470
fd	城	460724705
fe	协	71293176
ff	寺	48852705
fg	十	783430588
fh	直	168800000
fi	示	89066823
fj	刊	70399529
fk	吉	90357647
fl	雷	126103529
fm	南	471647058
fn	志	121138823
fo	赤	79236705
fp	过	738748235
fq	无	336607058
fr	垢	10028705
fs	某	310790588
ft	才	580870588
fu	增	285967058
fv	雪	236320000
fw	零	128089411
fx	坶	101280
fy	坊	122131764
ga	开	482569411
gb	击	103265882
gc	到	2045458823
gd	天	1598635294
ge	表	1042588235
gf	于	950244705
gg	五	790381176
gh	下	3236988235
gi	求	338592941
gj	理	136032941
gk	事	585835294
gl	画	134047058
gm	现	273058823
gn	与	1290823529
go	亚	162842352
gp	琛	5818635
gq	万	725840000
gr	珀	5232800
gs	末	120145882
gt	麦	73775529
gu	来	2442635294
gv	妻	56796235
gw	珍	36838117
gx	互	95322352
gy	玉	122131764
ha	瞒	9591811
hc	眸	7774729
hd	非	481576470
he	肯	94428705
hf	睦	5739200
hg	睛	5520752
hh	步	243270588
hi	叔	16780705
hj	旧	165821176
hk	占	172771764
hl	卤	4170352
hm	贞	15291294
hn	虑	9889694
ho	虚	62158117
hp	瞎	28894588
hq	餐	83903529
hr	睥	421007
hs	盯	60668705
ht	睡	127096470
hu	瞳	26312941
hv	眼	198588235
hw	具	177736470
hx	此	1390117647
hy	虔	1926305
ia	江	104258823
ib	波	180715294
ic	汉	130075294
id	尖	55505411
ie	肖	34157176
if	汗	91251294
ig	光	635482352
ih	小	1459623529
